date,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
2014-04-11,1,71.0,152.0,23.0,44.0,1300.0,52.0,13.1,1011.2,4.3,0.0,W,0.9,Changping
2014-04-11,2,81.0,231.0,11.0,68.0,1100.0,12.0,13.2,1011.2,3.8,0.0,WSW,0.7,Changping
2014-04-11,3,70.0,201.0,10.0,53.0,900.0,21.0,13.2,1010.8,3.5,0.0,SE,0.6,Changping
2014-04-11,4,66.0,183.0,13.0,56.0,1000.0,14.0,13.6,1010.8,0.9,0.0,E,1.8,Changping
2014-04-11,5,76.0,223.0,16.0,56.0,1200.0,4.0,13.5,1010.8,-0.9,0.0,E,2.3,Changping
2014-04-11,6,86.0,199.0,20.0,82.0,1300.0,8.0,13.0,1011.2,-0.7,0.0,E,2.7,Changping
2014-04-11,7,66.0,137.0,18.0,73.0,1100.0,19.0,13.3,1012.0,-1.1,0.0,SE,1.5,Changping
2014-04-11,8,51.0,86.0,15.0,52.0,800.0,52.0,13.4,1012.4,-1.4,0.0,ESE,2.6,Changping
2014-04-11,9,39.0,48.0,7.0,22.0,400.0,90.0,13.6,1012.5,-0.5,0.0,SSE,1.7,Changping
2014-04-11,10,43.0,46.0,6.0,21.0,400.0,92.0,14.2,1011.9,0.4,0.0,ESE,1.1,Changping
2014-04-11,11,43.0,48.0,6.0,19.0,300.0,98.0,15.7,1010.7,-0.5,0.0,E,1.1,Changping
2014-04-11,12,46.0,27.0,6.0,14.0,300.0,107.0,16.4,1009.8,-1.7,0.0,E,2.1,Changping
2014-04-11,13,34.0,39.0,7.0,12.0,300.0,112.0,16.7,1008.8,0.3,0.0,WSW,1.4,Changping
2014-04-11,14,56.0,61.0,7.0,12.0,400.0,112.0,16.9,1008.2,0.9,0.0,SW,2.0,Changping
2014-04-11,15,70.0,85.0,9.0,35.0,500.0,103.0,16.7,1007.5,1.1,0.0,ESE,0.6,Changping
2014-04-11,16,67.0,100.0,9.0,55.0,600.0,84.0,16.6,1007.0,0.7,0.0,ESE,1.6,Changping
2014-04-11,17,140.0,95.0,9.0,65.0,700.0,76.0,16.5,1006.9,-1.2,0.0,ESE,1.6,Changping
2014-04-11,18,87.0,89.0,9.0,63.0,700.0,78.0,15.8,1007.2,-1.3,0.0,SE,0.9,Changping
2014-04-11,19,78.0,91.0,8.0,56.0,600.0,83.0,15.4,1007.7,-1.7,0.0,ESE,1.4,Changping
2014-04-11,20,74.0,106.0,10.0,64.0,700.0,66.0,14.5,1008.4,-1.2,0.0,E,1.1,Changping
2014-04-11,21,83.0,120.0,16.0,78.0,1000.0,42.0,13.9,1008.5,-1.3,0.0,E,0.9,Changping
2014-04-11,22,85.0,125.0,21.0,82.0,1200.0,28.0,12.0,1008.5,-1.5,0.0,NE,0.5,Changping
2014-04-11,23,82.0,129.0,23.0,88.0,1400.0,18.0,11.8,1008.5,-1.7,0.0,N,0.8,Changping
2014-04-12,0,76.0,108.0,14.0,52.0,1000.0,42.0,11.1,1008.4,-1.3,0.0,SSE,0.4,Changping
2014-04-12,1,66.0,90.0,11.0,40.0,800.0,48.0,10.1,1008.0,-1.3,0.0,NNW,1.4,Changping
2014-04-12,2,69.0,80.0,11.0,38.0,800.0,47.0,9.8,1007.6,-1.6,0.0,NNW,1.4,Changping
2014-04-12,3,67.0,84.0,10.0,36.0,800.0,47.0,9.4,1007.4,-1.7,0.0,NW,0.7,Changping
2014-04-12,4,69.0,81.0,10.0,34.0,800.0,47.0,8.6,1007.4,-1.8,0.0,NNW,1.5,Changping
2014-04-12,5,62.0,71.0,10.0,30.0,800.0,50.0,8.2,1007.7,-1.6,0.0,N,1.0,Changping
2014-04-12,6,60.0,72.0,10.0,43.0,800.0,36.0,9.1,1008.3,-1.3,0.0,NNW,1.1,Changping
2014-04-12,7,68.0,97.0,11.0,42.0,900.0,39.0,12.3,1008.3,-0.6,0.0,W,0.7,Changping
2014-04-12,8,78.0,89.0,16.0,43.0,1000.0,45.0,14.2,1008.4,-0.7,0.0,SSW,1.3,Changping
2014-04-12,9,100.0,137.0,17.0,78.0,1000.0,28.0,16.2,1008.3,-0.5,0.0,SSE,0.9,Changping
2014-04-12,10,117.0,149.0,24.0,80.0,1200.0,35.0,18.3,1007.8,-0.1,0.0,SE,1.5,Changping
2014-04-12,11,124.0,143.0,29.0,64.0,1200.0,71.0,18.4,1007.2,0.0,0.0,S,1.7,Changping
2014-04-12,12,133.0,137.0,30.0,58.0,1100.0,102.0,19.5,1006.1,0.0,0.0,SSE,1.7,Changping
2014-04-12,13,132.0,132.0,30.0,60.0,1400.0,109.0,20.9,1005.2,-1.0,0.0,S,2.5,Changping
2014-04-12,14,110.0,134.0,26.0,58.0,1300.0,124.0,21.0,1004.6,-0.9,0.0,ESE,3.9,Changping
2014-04-12,15,135.0,138.0,20.0,37.0,900.0,156.0,21.3,1004.1,-0.1,0.0,SE,2.1,Changping
2014-04-12,16,115.0,130.0,21.0,32.0,800.0,171.0,20.3,1004.4,0.7,0.0,SSE,2.7,Changping
2014-04-12,17,107.0,130.0,18.0,32.0,800.0,162.0,20.0,1004.9,0.9,0.0,SSE,2.8,Changping
2014-04-12,18,98.0,119.0,17.0,32.0,800.0,158.0,19.0,1005.1,1.0,0.0,SSE,1.5,Changping
2014-04-12,19,104.0,133.0,23.0,43.0,1200.0,142.0,18.4,1006.1,0.9,0.0,SE,1.9,Changping
2014-04-12,20,110.0,144.0,30.0,52.0,1700.0,128.0,16.4,1006.5,1.3,0.0,E,1.0,Changping
2014-04-12,21,123.0,166.0,30.0,74.0,2000.0,93.0,15.4,1006.8,0.8,0.0,E,0.9,Changping
2014-04-12,22,130.0,184.0,26.0,99.0,1900.0,45.0,14.0,1007.4,1.3,0.0,ENE,0.6,Changping
2014-04-12,23,141.0,195.0,27.0,107.0,1800.0,25.0,13.9,1007.7,0.8,0.0,ENE,0.9,Changping
2014-04-13,0,137.0,194.0,25.0,99.0,1700.0,22.0,13.0,1007.8,1.0,0.0,NE,0.7,Changping
2014-04-13,1,111.0,160.0,24.0,84.0,1400.0,27.0,11.4,1007.9,1.1,0.0,N,1.5,Changping
2014-04-13,2,100.0,146.0,24.0,80.0,1400.0,27.0,11.4,1008.1,0.8,0.0,N,1.0,Changping
2014-04-13,3,139.0,142.0,23.0,77.0,1400.0,23.0,10.0,1008.1,1.1,0.0,NNW,2.1,Changping
2014-04-13,4,108.0,127.0,19.0,60.0,1400.0,35.0,9.3,1008.0,1.0,0.0,NW,0.7,Changping
2014-04-13,5,108.0,116.0,17.0,62.0,1500.0,32.0,9.1,1008.3,1.0,0.0,N,0.6,Changping
2014-04-13,6,105.0,106.0,15.0,67.0,1400.0,27.0,9.9,1009.1,1.3,0.0,NNW,1.3,Changping
2014-04-13,7,108.0,125.0,17.0,59.0,1400.0,31.0,12.4,1009.6,1.7,0.0,NNW,0.8,Changping
2014-04-13,8,121.0,130.0,25.0,57.0,1400.0,35.0,15.3,1009.8,2.4,0.0,E,1.6,Changping
2014-04-13,9,144.0,171.0,29.0,72.0,1500.0,32.0,16.7,1009.9,3.7,0.0,E,2.0,Changping
2014-04-13,10,165.0,205.0,36.0,73.0,1400.0,46.0,18.6,1009.3,4.4,0.0,E,1.5,Changping
2014-04-13,11,179.0,192.0,37.0,67.0,1400.0,78.0,19.9,1008.7,4.4,0.0,ESE,2.9,Changping
2014-04-13,12,176.0,198.0,38.0,60.0,1400.0,122.0,21.3,1007.9,4.8,0.0,E,2.8,Changping
2014-04-13,13,198.0,212.0,38.0,60.0,1400.0,160.0,22.5,1007.1,5.4,0.0,ESE,1.6,Changping
2014-04-13,14,227.0,241.0,35.0,75.0,1500.0,160.0,23.0,1006.1,5.0,0.0,ESE,1.9,Changping
2014-04-13,15,238.0,245.0,33.0,95.0,1500.0,163.0,23.5,1005.5,5.4,0.0,E,2.2,Changping
2014-04-13,16,231.0,237.0,32.0,53.0,1300.0,240.0,23.2,1005.5,5.6,0.0,SSE,2.1,Changping
2014-04-13,17,185.0,203.0,29.0,37.0,1100.0,245.0,22.4,1005.8,5.8,0.0,SE,2.9,Changping
2014-04-13,18,170.0,208.0,27.0,36.0,1200.0,227.0,21.6,1006.4,6.3,0.0,SSE,1.7,Changping
2014-04-13,19,156.0,201.0,26.0,40.0,1100.0,200.0,20.6,1007.1,6.9,0.0,SE,1.5,Changping
2014-04-13,20,157.0,207.0,24.0,51.0,1300.0,163.0,18.6,1007.7,6.7,0.0,ENE,0.6,Changping
2014-04-13,21,166.0,216.0,23.0,55.0,1400.0,135.0,17.3,1007.9,6.8,0.0,NNW,0.6,Changping
2014-04-13,22,182.0,240.0,27.0,63.0,1400.0,112.0,15.8,1008.0,6.8,0.0,NE,1.0,Changping
2014-04-13,23,194.0,231.0,23.0,70.0,1700.0,95.0,16.2,1008.5,7.1,0.0,ENE,0.9,Changping
2014-04-14,0,226.0,268.0,28.0,63.0,1900.0,98.0,15.8,1008.5,8.0,0.0,E,1.6,Changping
2014-04-14,1,251.0,286.0,29.0,70.0,1900.0,58.0,13.3,1008.4,6.9,0.0,NNW,1.2,Changping
2014-04-14,2,220.0,244.0,24.0,58.0,1800.0,55.0,12.5,1008.4,6.7,0.0,NW,0.8,Changping
2014-04-14,3,203.0,178.0,17.0,50.0,1300.0,66.0,11.7,1008.1,6.6,0.0,NW,1.1,Changping
2014-04-14,4,162.0,191.0,12.0,77.0,1500.0,20.0,11.1,1008.3,6.6,0.0,N,0.4,Changping
2014-04-14,5,165.0,184.0,9.0,77.0,1600.0,35.0,11.0,1009.0,6.5,0.0,NNE,0.7,Changping
2014-04-14,6,174.0,199.0,9.0,70.0,1600.0,38.0,11.9,1009.7,6.8,0.0,NNW,1.0,Changping
2014-04-14,7,181.0,215.0,11.0,60.0,1800.0,49.0,14.0,1009.4,7.5,0.0,NW,0.7,Changping
2014-04-14,8,192.0,230.0,18.0,55.0,1900.0,53.0,16.7,1009.4,8.4,0.0,WSW,1.2,Changping
2014-04-14,9,257.0,277.0,33.0,72.0,2000.0,54.0,18.4,1009.1,8.6,0.0,SW,0.9,Changping
2014-04-14,10,267.0,301.0,37.0,78.0,2000.0,66.0,20.2,1008.4,9.1,0.0,E,1.9,Changping
2014-04-14,11,280.0,309.0,46.0,62.0,1900.0,113.0,22.3,1007.5,10.1,0.0,ESE,2.2,Changping
2014-04-14,12,276.0,299.0,49.0,53.0,1900.0,150.0,23.3,1006.9,9.3,0.0,SE,2.1,Changping
2014-04-14,13,238.0,273.0,50.0,51.0,2000.0,174.0,24.7,1005.8,9.8,0.0,SE,2.2,Changping
2014-04-14,14,238.0,272.0,47.0,48.0,2000.0,225.0,25.4,1005.1,10.4,0.0,SSE,2.1,Changping
2014-04-14,15,263.0,313.0,45.0,68.0,2200.0,243.0,25.3,1004.4,10.3,0.0,ESE,2.2,Changping
2014-04-14,16,275.0,311.0,40.0,85.0,2300.0,243.0,24.9,1004.0,11.5,0.0,S,1.5,Changping
2014-04-14,17,267.0,299.0,33.0,66.0,1900.0,262.0,24.2,1004.0,12.5,0.0,SSE,2.1,Changping
2014-04-14,18,251.0,243.0,30.0,48.0,1700.0,232.0,23.2,1004.5,12.8,0.0,SE,0.9,Changping
2014-04-14,19,196.0,221.0,29.0,49.0,1500.0,182.0,21.9,1005.1,13.0,0.0,NE,0.8,Changping
2014-04-14,20,191.0,240.0,26.0,51.0,1700.0,141.0,19.9,1005.6,12.2,0.0,NNW,1.3,Changping
2014-04-14,21,215.0,266.0,22.0,74.0,1900.0,100.0,19.9,1005.6,12.2,0.0,ENE,1.3,Changping
2014-04-14,22,232.0,255.0,22.0,64.0,2100.0,106.0,19.1,1005.9,11.9,0.0,ESE,0.6,Changping
2014-04-14,23,253.0,230.0,22.0,35.0,1800.0,145.0,17.7,1006.6,12.2,0.0,N,1.1,Changping
2014-04-15,0,219.0,248.0,17.0,66.0,1900.0,98.0,17.1,1006.6,12.0,0.0,E,0.6,Changping
2014-04-15,1,223.0,240.0,15.0,50.0,1700.0,109.0,17.0,1007.0,12.1,0.0,SSE,0.1,Changping
2014-04-15,2,222.0,263.0,11.0,70.0,1800.0,61.0,16.4,1007.6,11.8,0.0,NNW,2.1,Changping
2014-04-15,3,249.0,237.0,10.0,58.0,1700.0,63.0,15.9,1007.8,11.7,0.0,N,0.7,Changping
2014-04-15,4,199.0,231.0,11.0,79.0,1800.0,39.0,15.9,1008.3,11.3,0.0,ENE,0.5,Changping
2014-04-15,5,208.0,241.0,8.0,122.0,1800.0,8.0,16.5,1009.4,9.7,0.0,ENE,1.0,Changping
2014-04-15,6,208.0,241.0,8.0,122.0,1800.0,8.0,17.1,1010.5,9.5,0.0,E,1.3,Changping
2014-04-15,7,208.0,241.0,8.0,122.0,1800.0,8.0,18.4,1011.4,10.2,0.0,ESE,1.4,Changping
2014-04-15,8,208.0,241.0,8.0,122.0,1800.0,8.0,19.0,1012.1,10.5,0.0,ESE,1.9,Changping
2014-04-15,9,96.0,110.0,23.0,49.0,900.0,54.0,19.1,1012.3,10.6,0.0,SSE,2.0,Changping
2014-04-15,10,105.0,114.0,23.0,64.0,900.0,50.0,20.2,1011.7,11.4,0.0,E,2.1,Changping
2014-04-15,11,120.0,146.0,25.0,67.0,1200.0,60.0,21.1,1010.8,11.1,0.0,E,3.3,Changping
2014-04-15,12,113.0,120.0,25.0,43.0,1100.0,95.0,21.0,1010.0,11.3,0.0,SE,2.7,Changping
2014-04-15,13,80.0,102.0,21.0,31.0,1000.0,121.0,21.2,1009.4,8.8,0.0,ESE,4.6,Changping
2014-04-15,14,110.0,234.0,20.0,11.0,1000.0,131.0,21.0,1009.5,5.3,0.0,SE,2.6,Changping
2014-04-15,15,148.0,282.0,23.0,40.0,800.0,90.0,20.4,1009.3,3.1,0.0,SSE,3.5,Changping
2014-04-15,16,100.0,181.0,19.0,31.0,600.0,103.0,19.3,1009.1,1.7,0.0,SSE,4.1,Changping
2014-04-15,17,77.0,158.0,15.0,31.0,400.0,89.0,18.5,1008.8,0.1,0.0,ESE,2.8,Changping
2014-04-15,18,55.0,128.0,13.0,37.0,500.0,74.0,18.1,1008.8,0.2,0.0,ESE,2.2,Changping
2014-04-15,19,58.0,134.0,12.0,46.0,600.0,60.0,17.5,1009.6,-0.3,0.0,ESE,2.0,Changping
2014-04-15,20,58.0,119.0,12.0,57.0,600.0,44.0,16.7,1010.0,-0.1,0.0,E,2.9,Changping
2014-04-15,21,52.0,130.0,11.0,61.0,600.0,36.0,15.9,1009.8,0.0,0.0,E,1.3,Changping
2014-04-15,22,48.0,110.0,11.0,55.0,600.0,36.0,14.9,1009.6,-0.4,0.0,NNE,1.2,Changping
2014-04-15,23,46.0,112.0,10.0,69.0,700.0,24.0,14.7,1009.3,0.1,0.0,NNW,1.0,Changping
2014-04-16,0,51.0,122.0,9.0,54.0,600.0,31.0,14.1,1008.9,1.0,0.0,ESE,0.6,Changping
2014-04-16,1,43.0,94.0,9.0,42.0,600.0,36.0,13.7,1008.0,1.3,0.0,NNW,1.0,Changping
2014-04-16,2,46.0,77.0,8.0,47.0,700.0,31.0,13.7,1007.5,1.7,0.0,NNW,1.2,Changping
2014-04-16,3,43.0,82.0,8.0,42.0,600.0,33.0,13.4,1007.0,1.7,0.0,NNW,0.0,Changping
2014-04-16,4,40.0,90.0,10.0,64.0,700.0,16.0,13.3,1006.6,2.2,0.0,NNW,0.7,Changping
2014-04-16,5,44.0,141.0,15.0,73.0,800.0,7.0,13.4,1006.5,2.0,0.0,ENE,0.6,Changping
2014-04-16,6,51.0,150.0,11.0,70.0,800.0,8.0,13.5,1006.8,2.1,0.0,NW,0.6,Changping
2014-04-16,7,58.0,147.0,12.0,69.0,1000.0,5.0,14.6,1006.9,1.8,0.0,WNW,0.7,Changping
2014-04-16,8,48.0,117.0,13.0,63.0,900.0,13.0,15.3,1007.1,2.1,0.0,W,0.6,Changping
2014-04-16,9,77.0,146.0,15.0,69.0,900.0,11.0,16.2,1006.8,-0.5,0.0,SSE,0.6,Changping
2014-04-16,10,83.0,144.0,17.0,69.0,800.0,20.0,17.0,1006.4,-0.7,0.0,SE,0.9,Changping
2014-04-16,11,91.0,144.0,14.0,64.0,700.0,33.0,18.0,1005.6,-0.8,0.0,NE,1.0,Changping
2014-04-16,12,84.0,123.0,14.0,54.0,600.0,56.0,18.3,1004.7,-2.1,0.0,ESE,1.7,Changping
2014-04-16,13,96.0,105.0,14.0,62.0,600.0,56.0,18.9,1004.0,-2.7,0.0,ESE,1.7,Changping
2014-04-16,14,87.0,106.0,14.0,64.0,700.0,62.0,19.0,1003.1,-2.6,0.0,ESE,1.7,Changping
2014-04-16,15,90.0,142.0,14.0,73.0,800.0,58.0,19.5,1002.4,-2.8,0.0,ESE,1.8,Changping
2014-04-16,16,199.0,117.0,12.0,73.0,800.0,59.0,19.8,1001.8,-4.5,0.0,E,2.3,Changping
2014-04-16,17,176.0,109.0,12.0,77.0,700.0,62.0,19.5,1001.7,-3.4,0.0,E,1.8,Changping
2014-04-16,18,395.0,120.0,12.0,91.0,700.0,51.0,18.9,1001.7,-2.7,0.0,ENE,1.1,Changping
2014-04-16,19,119.0,133.0,11.0,81.0,700.0,55.0,17.9,1002.3,-2.4,0.0,NW,0.9,Changping
2014-04-16,20,97.0,125.0,10.0,73.0,700.0,51.0,17.0,1002.2,-2.2,0.0,N,1.2,Changping
2014-04-16,21,87.0,109.0,10.0,88.0,700.0,37.0,15.9,1002.1,-2.1,0.0,NW,0.7,Changping
2014-04-16,22,88.0,130.0,10.0,96.0,700.0,30.0,15.7,1001.8,-1.9,0.0,NNW,1.6,Changping
2014-04-16,23,84.0,119.0,11.0,85.0,900.0,31.0,15.1,1001.7,-1.5,0.0,NW,1.3,Changping
2014-04-17,0,78.0,117.0,10.0,75.0,900.0,32.0,14.9,1001.3,-0.8,0.0,NE,0.4,Changping
2014-04-17,1,85.0,151.0,13.0,97.0,1100.0,11.0,14.9,1000.8,-1.3,0.0,NNE,1.0,Changping
2014-04-17,2,81.0,111.0,13.0,87.0,1000.0,12.0,14.8,1000.9,-0.5,0.0,WNW,0.9,Changping
2014-04-17,3,77.0,102.0,15.0,51.0,700.0,39.0,14.7,1001.1,2.9,0.0,SW,1.1,Changping
2014-04-17,4,76.0,135.0,15.0,62.0,800.0,18.0,13.6,1001.9,6.2,0.0,S,0.6,Changping
2014-04-17,5,82.0,201.0,11.0,62.0,1000.0,7.0,12.3,1002.5,7.8,0.3,W,2.6,Changping
2014-04-17,6,117.0,134.0,6.0,84.0,1000.0,2.0,11.3,1003.2,8.7,0.7,NW,0.8,Changping
2014-04-17,7,75.0,130.0,5.0,74.0,1200.0,2.0,10.9,1003.9,8.8,1.0,NNW,1.0,Changping
2014-04-17,8,62.0,68.0,4.0,60.0,1300.0,2.0,11.2,1004.8,8.2,0.3,N,1.4,Changping
2014-04-17,9,63.0,82.0,6.0,50.0,1300.0,17.0,11.9,1005.2,8.0,0.1,WNW,1.5,Changping
2014-04-17,10,73.0,81.0,9.0,47.0,1500.0,27.0,12.2,1005.1,8.7,0.0,WNW,0.6,Changping
2014-04-17,11,92.0,74.0,15.0,55.0,1500.0,32.0,12.6,1004.9,8.3,0.0,WNW,1.4,Changping
2014-04-17,12,104.0,83.0,22.0,61.0,1400.0,37.0,15.2,1004.1,8.2,0.0,N,1.4,Changping
2014-04-17,13,108.0,82.0,29.0,39.0,1300.0,67.0,16.4,1003.5,7.9,0.0,S,1.2,Changping
2014-04-17,14,109.0,80.0,29.0,21.0,1200.0,116.0,16.6,1002.8,8.3,0.0,S,1.3,Changping
2014-04-17,15,106.0,71.0,22.0,23.0,1200.0,126.0,16.8,1003.2,8.2,0.0,SE,1.6,Changping
2014-04-17,16,105.0,75.0,18.0,28.0,1100.0,129.0,16.4,1003.4,8.1,0.0,ESE,1.8,Changping
2014-04-17,17,101.0,70.0,16.0,30.0,1100.0,132.0,16.3,1003.6,8.3,0.0,ENE,1.2,Changping
2014-04-17,18,104.0,87.0,16.0,40.0,1200.0,114.0,16.2,1003.8,8.4,0.0,ENE,2.1,Changping
2014-04-17,19,114.0,96.0,16.0,45.0,1300.0,102.0,16.1,1005.1,8.6,0.0,ESE,1.1,Changping
2014-04-17,20,123.0,104.0,16.0,42.0,1300.0,93.0,15.7,1006.3,8.7,0.0,NNE,0.6,Changping
2014-04-17,21,120.0,97.0,16.0,41.0,1300.0,87.0,15.7,1007.0,8.7,0.0,ENE,1.0,Changping
2014-04-17,22,120.0,102.0,13.0,42.0,1300.0,68.0,15.5,1007.6,8.9,0.0,NNW,1.1,Changping
2014-04-17,23,117.0,88.0,12.0,35.0,1200.0,71.0,15.0,1007.7,9.4,0.0,N,0.7,Changping
2014-04-18,0,117.0,87.0,11.0,32.0,1200.0,66.0,14.5,1007.4,9.3,0.0,E,0.9,Changping
2014-04-18,1,120.0,75.0,8.0,33.0,1300.0,55.0,13.8,1007.5,9.4,0.0,ENE,0.8,Changping
2014-04-18,2,109.0,123.0,8.0,66.0,1300.0,19.0,13.5,1008.1,9.5,0.0,WSW,0.5,Changping
2014-04-18,3,153.0,134.0,10.0,81.0,1800.0,2.0,13.2,1008.4,8.9,0.0,N,1.3,Changping
2014-04-18,4,147.0,122.0,11.0,67.0,1900.0,10.0,12.5,1009.2,9.0,0.0,NNW,0.8,Changping
2014-04-18,5,132.0,79.0,8.0,31.0,1200.0,36.0,11.5,1009.9,8.9,0.0,NW,0.7,Changping
2014-04-18,6,128.0,84.0,5.0,31.0,1200.0,28.0,12.6,1010.0,9.6,0.0,N,0.6,Changping
2014-04-18,7,141.0,101.0,6.0,51.0,1500.0,8.0,15.2,1010.8,9.5,0.0,ENE,0.6,Changping
2014-04-18,8,158.0,124.0,12.0,54.0,1400.0,15.0,15.6,1011.2,9.7,0.0,SW,1.4,Changping
2014-04-18,9,149.0,162.0,17.0,75.0,1600.0,10.0,16.7,1011.3,10.1,0.0,ENE,1.1,Changping
2014-04-18,10,173.0,187.0,17.0,83.0,1700.0,12.0,19.3,1011.9,10.6,0.0,SSW,1.8,Changping
2014-04-18,11,231.0,201.0,20.0,81.0,1900.0,30.0,20.5,1010.9,8.5,0.0,NNE,1.0,Changping
2014-04-18,12,178.0,99.0,18.0,39.0,1400.0,99.0,20.7,1009.9,9.3,0.0,SSE,1.4,Changping
2014-04-18,13,178.0,99.0,18.0,39.0,1400.0,99.0,20.8,1009.2,8.4,0.0,SSE,1.4,Changping
2014-04-18,14,217.0,102.0,13.0,26.0,1200.0,143.0,20.6,1008.8,8.9,0.0,ESE,1.7,Changping
2014-04-18,15,220.0,119.0,13.0,34.0,1200.0,144.0,20.6,1008.5,8.9,0.0,ESE,1.5,Changping
2014-04-18,16,242.0,141.0,12.0,43.0,1300.0,139.0,20.2,1008.6,8.8,0.0,ESE,2.6,Changping
2014-04-18,17,147.0,106.0,11.0,34.0,1100.0,149.0,19.7,1008.7,9.8,0.0,SSE,2.8,Changping
2014-04-18,18,125.0,147.0,10.0,43.0,1300.0,140.0,18.7,1009.4,10.3,0.0,SSE,2.5,Changping
2014-04-18,19,201.0,168.0,9.0,53.0,1500.0,120.0,17.1,1010.7,9.8,0.0,SSE,4.1,Changping
2014-04-18,20,204.0,169.0,12.0,63.0,1800.0,83.0,15.9,1012.2,5.2,0.0,ESE,1.9,Changping
2014-04-18,21,182.0,89.0,25.0,86.0,1800.0,39.0,15.6,1012.6,4.0,0.0,E,2.8,Changping
2014-04-18,22,163.0,106.0,25.0,64.0,1200.0,59.0,15.2,1013.2,3.3,0.0,ESE,2.8,Changping
2014-04-18,23,105.0,101.0,23.0,58.0,1200.0,62.0,14.5,1013.6,2.7,0.0,ESE,2.7,Changping
2014-04-19,0,98.0,111.0,21.0,74.0,1000.0,38.0,14.1,1013.5,2.3,0.0,SE,1.6,Changping
2014-04-19,1,86.0,106.0,21.0,85.0,1000.0,23.0,13.6,1013.1,1.9,0.0,ESE,3.2,Changping
2014-04-19,2,87.0,105.0,20.0,71.0,800.0,29.0,13.5,1012.9,2.1,0.0,ESE,1.7,Changping
2014-04-19,3,88.0,98.0,19.0,66.0,800.0,30.0,13.3,1012.5,1.6,0.0,E,1.3,Changping
2014-04-19,4,77.0,92.0,20.0,60.0,800.0,35.0,13.3,1012.2,1.6,0.0,E,1.8,Changping
2014-04-19,5,77.0,101.0,21.0,57.0,800.0,35.0,13.1,1012.5,1.7,0.0,ESE,1.7,Changping
2014-04-19,6,75.0,82.0,19.0,53.0,800.0,38.0,13.0,1012.7,2.2,0.0,ENE,1.4,Changping
2014-04-19,7,74.0,83.0,21.0,60.0,700.0,37.0,13.1,1012.7,2.3,0.0,ESE,1.8,Changping
2014-04-19,8,76.0,97.0,20.0,66.0,700.0,28.0,13.4,1012.5,2.9,0.0,E,2.6,Changping
2014-04-19,9,89.0,113.0,22.0,73.0,800.0,17.0,14.0,1012.6,0.9,0.0,SE,2.5,Changping
2014-04-19,10,105.0,123.0,24.0,84.0,1000.0,12.0,14.6,1012.6,-0.7,0.0,SSE,2.6,Changping
2014-04-19,11,88.0,47.0,19.0,52.0,800.0,64.0,14.7,1012.2,-1.8,0.0,E,1.2,Changping
2014-04-19,12,60.0,74.0,13.0,37.0,600.0,83.0,14.6,1012.1,-0.3,0.0,E,1.8,Changping
2014-04-19,13,60.0,74.0,13.0,37.0,600.0,83.0,14.6,1011.8,0.4,0.0,E,1.8,Changping
2014-04-19,14,71.0,111.0,20.0,64.0,1000.0,44.0,15.4,1010.6,0.0,0.0,ESE,1.5,Changping
2014-04-19,15,65.0,89.0,22.0,56.0,1000.0,56.0,15.8,1009.8,1.5,0.0,ESE,2.7,Changping
2014-04-19,16,122.0,73.0,16.0,38.0,700.0,88.0,15.5,1009.3,1.9,0.0,S,2.9,Changping
2014-04-19,17,328.0,90.0,15.0,39.0,700.0,94.0,14.6,1009.0,3.7,0.0,S,2.2,Changping
2014-04-19,18,89.0,90.0,14.0,41.0,700.0,91.0,13.5,1009.1,3.3,0.0,SE,2.0,Changping
2014-04-19,19,77.0,78.0,10.0,46.0,700.0,80.0,12.8,1009.1,3.2,0.0,E,1.7,Changping
2014-04-19,20,79.0,69.0,9.0,51.0,700.0,67.0,12.2,1009.5,3.7,0.0,NE,1.0,Changping
2014-04-19,21,77.0,79.0,8.0,51.0,700.0,55.0,10.3,1009.6,3.6,0.0,NE,1.6,Changping
2014-04-19,22,67.0,72.0,7.0,64.0,800.0,37.0,10.3,1009.4,3.3,0.0,N,0.9,Changping
2014-04-19,23,81.0,62.0,6.0,41.0,700.0,52.0,9.2,1010.1,3.6,0.0,NW,1.4,Changping
2014-04-20,0,67.0,70.0,5.0,46.0,700.0,36.0,9.4,1009.6,3.4,0.0,NW,0.4,Changping
2014-04-20,1,78.0,60.0,5.0,45.0,700.0,31.0,8.8,1009.4,3.6,0.0,N,0.9,Changping
2014-04-20,2,79.0,57.0,4.0,39.0,700.0,31.0,8.8,1009.1,3.4,0.0,NNW,1.7,Changping
2014-04-20,3,79.0,55.0,4.0,36.0,600.0,32.0,7.4,1008.9,3.4,0.0,NNW,1.2,Changping
2014-04-20,4,64.0,72.0,4.0,38.0,700.0,25.0,7.2,1009.1,3.4,0.0,NW,0.7,Changping
2014-04-20,5,71.0,74.0,3.0,38.0,800.0,7.0,6.7,1008.8,3.7,0.0,WNW,0.8,Changping
2014-04-20,6,94.0,72.0,3.0,54.0,800.0,12.0,9.8,1009.3,4.6,0.0,ESE,0.8,Changping
2014-04-20,7,78.0,95.0,9.0,63.0,1200.0,8.0,12.9,1009.7,2.1,0.0,N,1.3,Changping
2014-04-20,8,86.0,89.0,16.0,61.0,1100.0,9.0,15.6,1009.2,-0.2,0.0,NW,1.9,Changping
